date,sku_id,warehouse,direction,qty
2026-03-12,a01,central,out,4
2026-03-12,a06,central,out,2
2026-03-12,c05,central,out,4
2026-03-12,c08,central,out,3
2026-03-12,d09,central,out,4
2026-03-12,d10,central,out,4
2026-03-12,e10,central,out,3
2026-03-12,e10,central,out,2
2026-03-12,f05,central,out,4
2026-03-12,f05,central,out,4
2026-03-12,f05,central,out,4
2026-03-12,f07,central,out,2
2026-03-12,f08,central,out,1
2026-03-12,s03,central,out,2
2026-03-12,s04,central,out,4
2026-03-12,s09,central,out,2
2026-03-12,a01,north,out,4
2026-03-12,a01,north,out,4
2026-03-12,a03,north,out,4
2026-03-12,a04,north,out,3
2026-03-12,a09,north,out,3
2026-03-12,c07,north,out,2
2026-03-12,c10,north,out,1
2026-03-12,d04,north,out,2
2026-03-12,d07,north,out,1
2026-03-12,d08,north,out,4
2026-03-12,d10,north,out,1
2026-03-12,e01,north,out,2
2026-03-12,e02,north,out,4
2026-03-12,e04,north,out,2
2026-03-12,e07,north,out,4
2026-03-12,e07,north,out,3
2026-03-12,f02,north,out,1
2026-03-12,f04,north,out,3
2026-03-12,f04,north,out,1
2026-03-12,f09,north,out,4
2026-03-12,f10,north,out,3
2026-03-12,s02,north,out,2
2026-03-12,s04,north,out,2
2026-03-12,s04,north,out,2
2026-03-12,s05,north,out,4
2026-03-12,a07,south,out,1
2026-03-12,d01,south,out,4
2026-03-12,d03,south,out,3
2026-03-12,d10,south,out,3
2026-03-12,e04,south,out,4
2026-03-12,e07,south,out,4
2026-03-12,e09,south,out,4
2026-03-12,e09,south,out,1
2026-03-12,e10,south,out,3
2026-03-12,f07,south,out,1
2026-03-12,s01,south,out,3
2026-03-12,s04,south,out,2
2026-03-12,s09,south,out,1
