date,sku_id,warehouse,direction,qty
2026-03-13,a06,central,out,3
2026-03-13,a07,central,out,1
2026-03-13,a08,central,out,3
2026-03-13,c05,central,out,1
2026-03-13,d05,central,out,2
2026-03-13,d08,central,out,2
2026-03-13,e02,central,out,4
2026-03-13,e04,central,out,1
2026-03-13,e05,central,out,3
2026-03-13,e06,central,out,4
2026-03-13,f01,central,out,1
2026-03-13,f01,central,out,1
2026-03-13,s02,central,out,1
2026-03-13,s04,central,out,1
2026-03-13,s05,central,out,4
2026-03-13,s07,central,out,2
2026-03-13,s09,central,out,3
2026-03-13,a03,north,out,2
2026-03-13,a06,north,out,2
2026-03-13,d01,north,out,4
2026-03-13,d03,north,out,2
2026-03-13,d03,north,out,4
2026-03-13,d08,north,out,4
2026-03-13,d08,north,out,1
2026-03-13,d09,north,out,2
2026-03-13,d10,north,out,1
2026-03-13,e01,north,out,1
2026-03-13,e03,north,out,1
2026-03-13,e05,north,out,4
2026-03-13,e07,north,out,1
2026-03-13,f03,north,out,4
2026-03-13,f04,north,out,2
2026-03-13,f07,north,out,4
2026-03-13,s08,north,out,1
2026-03-13,a06,south,out,2
2026-03-13,c10,south,out,2
2026-03-13,c10,south,out,3
2026-03-13,e01,south,out,1
2026-03-13,e02,south,out,4
2026-03-13,f02,south,out,1
2026-03-13,f04,south,out,3
2026-03-13,f08,south,out,2
2026-03-13,f10,south,out,4
2026-03-13,s01,south,out,1
2026-03-13,s02,south,out,4
2026-03-13,s02,south,out,4
2026-03-13,s03,south,out,4
2026-03-13,s05,south,out,1
2026-03-13,s05,south,out,3
2026-03-13,s09,south,out,3
