date,sku_id,warehouse,direction,qty
2026-05-15,a06,central,out,1
2026-05-15,a07,central,out,1
2026-05-15,c02,central,out,1
2026-05-15,c03,central,out,2
2026-05-15,c10,central,out,1
2026-05-15,d02,central,out,1
2026-05-15,d06,central,out,2
2026-05-15,d06,central,out,4
2026-05-15,d07,central,out,4
2026-05-15,d10,central,out,1
2026-05-15,e01,central,out,1
2026-05-15,e08,central,out,3
2026-05-15,f01,central,out,2
2026-05-15,f02,central,out,3
2026-05-15,f03,central,out,3
2026-05-15,f04,central,out,1
2026-05-15,f05,central,out,3
2026-05-15,f09,central,out,2
2026-05-15,f09,central,out,2
2026-05-15,s02,central,out,2
2026-05-15,s07,central,out,2
2026-05-15,a07,north,out,3
2026-05-15,a08,north,out,1
2026-05-15,c04,north,out,1
2026-05-15,c05,north,out,4
2026-05-15,c06,north,out,4
2026-05-15,c09,north,out,2
2026-05-15,d04,north,out,3
2026-05-15,d08,north,out,4
2026-05-15,d08,north,out,1
2026-05-15,d08,north,out,2
2026-05-15,e01,north,out,1
2026-05-15,e05,north,out,3
2026-05-15,e06,north,out,1
2026-05-15,e07,north,out,4
2026-05-15,e10,north,out,3
2026-05-15,f01,north,out,4
2026-05-15,f02,north,out,4
2026-05-15,f02,north,out,3
2026-05-15,f03,north,out,4
2026-05-15,f07,north,out,1
2026-05-15,f08,north,out,4
2026-05-15,f10,north,out,1
2026-05-15,f10,north,out,3
2026-05-15,s01,north,out,1
2026-05-15,s02,north,out,2
2026-05-15,s04,north,out,3
2026-05-15,s08,north,out,4
2026-05-15,c02,south,out,4
2026-05-15,c10,south,out,2
2026-05-15,e05,south,out,3
2026-05-15,e06,south,out,2
2026-05-15,e09,south,out,4
2026-05-15,e10,south,out,3
2026-05-15,e10,south,out,4
2026-05-15,f03,south,out,3
2026-05-15,f07,south,out,3
2026-05-15,s02,south,out,1
2026-05-15,s02,south,out,2
2026-05-15,s04,south,out,1
2026-05-15,s06,south,out,3
