date,sku_id,warehouse,direction,qty
2026-04-12,a04,central,out,1
2026-04-12,a06,central,out,3
2026-04-12,a07,central,out,3
2026-04-12,c04,central,out,3
2026-04-12,c10,central,out,1
2026-04-12,d08,central,out,3
2026-04-12,e01,central,out,4
2026-04-12,e02,central,out,2
2026-04-12,f01,central,out,4
2026-04-12,f03,central,out,4
2026-04-12,f03,central,out,1
2026-04-12,f05,central,out,3
2026-04-12,f06,central,out,4
2026-04-12,s02,central,out,1
2026-04-12,s02,central,out,1
2026-04-12,s02,central,out,2
2026-04-12,s09,central,out,4
2026-04-12,a06,north,out,3
2026-04-12,c01,north,out,3
2026-04-12,c03,north,out,3
2026-04-12,c07,north,out,2
2026-04-12,c09,north,out,3
2026-04-12,d02,north,out,2
2026-04-12,d05,north,out,4
2026-04-12,d06,north,out,3
2026-04-12,d08,north,out,4
2026-04-12,d08,north,out,2
2026-04-12,d09,north,out,4
2026-04-12,e02,north,out,1
2026-04-12,e04,north,out,1
2026-04-12,e05,north,out,3
2026-04-12,e05,north,out,2
2026-04-12,f01,north,out,1
2026-04-12,f01,north,out,4
2026-04-12,f02,north,out,1
2026-04-12,f02,north,out,3
2026-04-12,f03,north,out,3
2026-04-12,f06,north,out,3
2026-04-12,f07,north,out,2
2026-04-12,f07,north,out,3
2026-04-12,f07,north,out,3
2026-04-12,s02,north,out,4
2026-04-12,s02,north,out,4
2026-04-12,s06,north,out,2
2026-04-12,a05,south,out,2
2026-04-12,a10,south,out,1
2026-04-12,c03,south,out,4
2026-04-12,c04,south,out,1
2026-04-12,c04,south,out,3
2026-04-12,c08,south,out,1
2026-04-12,d01,south,out,4
2026-04-12,d02,south,out,3
2026-04-12,d03,south,out,2
2026-04-12,d05,south,out,2
2026-04-12,d05,south,out,2
2026-04-12,d07,south,out,1
2026-04-12,d09,south,out,3
2026-04-12,e03,south,out,3
2026-04-12,f01,south,out,3
2026-04-12,f09,south,out,2
2026-04-12,f09,south,out,2
2026-04-12,s02,south,out,4
