date,sku_id,warehouse,direction,qty
2026-05-04,a08,central,out,2
2026-05-04,a10,central,out,1
2026-05-04,c01,central,out,2
2026-05-04,c02,central,out,3
2026-05-04,c07,central,out,3
2026-05-04,c08,central,out,1
2026-05-04,c08,central,out,1
2026-05-04,d01,central,out,1
2026-05-04,d06,central,out,3
2026-05-04,d09,central,out,3
2026-05-04,d09,central,out,4
2026-05-04,e02,central,out,1
2026-05-04,e02,central,out,4
2026-05-04,e03,central,out,3
2026-05-04,e04,central,out,2
2026-05-04,f02,central,out,1
2026-05-04,f07,central,out,2
2026-05-04,s08,central,out,2
2026-05-04,s08,central,out,1
2026-05-04,a04,north,out,3
2026-05-04,a06,north,out,3
2026-05-04,a06,north,out,4
2026-05-04,a07,north,out,2
2026-05-04,a09,north,out,2
2026-05-04,a10,north,out,2
2026-05-04,c04,north,out,4
2026-05-04,c05,north,out,2
2026-05-04,c06,north,out,3
2026-05-04,c07,north,out,4
2026-05-04,c08,north,out,1
2026-05-04,d01,north,out,1
2026-05-04,d03,north,out,1
2026-05-04,d06,north,out,2
2026-05-04,d07,north,out,1
2026-05-04,d08,north,out,4
2026-05-04,d08,north,out,4
2026-05-04,e01,north,out,1
2026-05-04,e01,north,out,1
2026-05-04,e02,north,out,1
2026-05-04,e04,north,out,4
2026-05-04,e05,north,out,4
2026-05-04,e06,north,out,4
2026-05-04,f01,north,out,1
2026-05-04,f02,north,out,4
2026-05-04,f03,north,out,3
2026-05-04,f03,north,out,4
2026-05-04,f05,north,out,1
2026-05-04,f06,north,out,1
2026-05-04,f06,north,out,3
2026-05-04,f06,north,out,4
2026-05-04,f07,north,out,4
2026-05-04,f10,north,out,2
2026-05-04,s05,north,out,3
2026-05-04,s08,north,out,2
2026-05-04,c03,south,out,4
2026-05-04,c07,south,out,4
2026-05-04,d10,south,out,3
2026-05-04,e04,south,out,1
2026-05-04,e05,south,out,2
2026-05-04,f06,south,out,3
2026-05-04,s05,south,out,1
2026-05-04,s09,south,out,4
