date,sku_id,warehouse,direction,qty
2026-05-12,c01,central,out,1
2026-05-12,c05,central,out,1
2026-05-12,c05,central,out,2
2026-05-12,c06,central,out,2
2026-05-12,c10,central,out,3
2026-05-12,d07,central,out,1
2026-05-12,e05,central,out,2
2026-05-12,e09,central,out,1
2026-05-12,e10,central,out,2
2026-05-12,f07,central,out,2
2026-05-12,s01,central,out,4
2026-05-12,s01,central,out,1
2026-05-12,s02,central,out,3
2026-05-12,s05,central,out,4
2026-05-12,s09,central,out,3
2026-05-12,a08,north,out,1
2026-05-12,c01,north,out,3
2026-05-12,c05,north,out,2
2026-05-12,c05,north,out,1
2026-05-12,c09,north,out,4
2026-05-12,d01,north,out,1
2026-05-12,d07,north,out,1
2026-05-12,d08,north,out,4
2026-05-12,d08,north,out,4
2026-05-12,d10,north,out,1
2026-05-12,e05,north,out,4
2026-05-12,e06,north,out,1
2026-05-12,f02,north,out,2
2026-05-12,f10,north,out,1
2026-05-12,s02,north,out,4
2026-05-12,s03,north,out,3
2026-05-12,s03,north,out,3
2026-05-12,s04,north,out,1
2026-05-12,s10,north,out,4
2026-05-12,a06,south,out,1
2026-05-12,a06,south,out,3
2026-05-12,d05,south,out,2
2026-05-12,d06,south,out,2
2026-05-12,d10,south,out,2
2026-05-12,e05,south,out,2
2026-05-12,f04,south,out,3
2026-05-12,f05,south,out,2
2026-05-12,f06,south,out,3
2026-05-12,f07,south,out,2
2026-05-12,f09,south,out,2
2026-05-12,s01,south,out,4
2026-05-12,s01,south,out,2
2026-05-12,s05,south,out,3
2026-05-12,s06,south,out,1
