date,sku_id,warehouse,direction,qty
2026-05-26,a03,central,out,2
2026-05-26,a06,central,out,2
2026-05-26,c06,central,out,3
2026-05-26,d01,central,out,3
2026-05-26,d03,central,out,1
2026-05-26,d05,central,out,3
2026-05-26,d09,central,out,2
2026-05-26,e04,central,out,3
2026-05-26,s01,central,out,3
2026-05-26,a05,north,out,3
2026-05-26,a09,north,out,4
2026-05-26,c02,north,out,1
2026-05-26,d09,north,out,3
2026-05-26,e01,north,out,3
2026-05-26,e02,north,out,1
2026-05-26,e03,north,out,1
2026-05-26,e03,north,out,2
2026-05-26,e04,north,out,1
2026-05-26,e05,north,out,4
2026-05-26,e06,north,out,1
2026-05-26,f09,north,out,3
2026-05-26,f10,north,out,4
2026-05-26,s05,north,out,4
2026-05-26,s08,north,out,2
2026-05-26,a09,south,out,1
2026-05-26,a10,south,out,3
2026-05-26,c10,south,out,2
2026-05-26,d05,south,out,1
2026-05-26,e01,south,out,3
2026-05-26,e02,south,out,2
2026-05-26,e03,south,out,2
2026-05-26,e04,south,out,1
2026-05-26,e05,south,out,4
2026-05-26,s01,south,out,2
2026-05-26,s04,south,out,3
2026-05-26,s09,south,out,2
