date,sku_id,warehouse,direction,qty
2026-03-06,a06,central,out,3
2026-03-06,d08,central,out,2
2026-03-06,d08,central,out,3
2026-03-06,e01,central,out,4
2026-03-06,e02,central,out,2
2026-03-06,e04,central,out,4
2026-03-06,e07,central,out,4
2026-03-06,f04,central,out,4
2026-03-06,s04,central,out,2
2026-03-06,s05,central,out,4
2026-03-06,a03,north,out,2
2026-03-06,a10,north,out,3
2026-03-06,c05,north,out,3
2026-03-06,d10,north,out,2
2026-03-06,e01,north,out,2
2026-03-06,e01,north,out,2
2026-03-06,e02,north,out,2
2026-03-06,e02,north,out,4
2026-03-06,e05,north,out,1
2026-03-06,e06,north,out,4
2026-03-06,e06,north,out,4
2026-03-06,e06,north,out,3
2026-03-06,f01,north,out,4
2026-03-06,f01,north,out,1
2026-03-06,f02,north,out,1
2026-03-06,f05,north,out,2
2026-03-06,f07,north,out,2
2026-03-06,s02,north,out,1
2026-03-06,s08,north,out,1
2026-03-06,s08,north,out,3
2026-03-06,s09,north,out,1
2026-03-06,d03,south,out,2
2026-03-06,e03,south,out,2
2026-03-06,e03,south,out,2
2026-03-06,e05,south,out,2
2026-03-06,e05,south,out,2
2026-03-06,f05,south,out,3
2026-03-06,f07,south,out,2
2026-03-06,f07,south,out,4
2026-03-06,f10,south,out,3
2026-03-06,s02,south,out,4
2026-03-06,s05,south,out,2
2026-03-06,s06,south,out,3
2026-03-06,s10,south,out,4
