date,sku_id,warehouse,direction,qty
2026-04-07,a04,central,out,4
2026-04-07,a04,central,out,3
2026-04-07,a09,central,out,2
2026-04-07,c05,central,out,3
2026-04-07,c07,central,out,4
2026-04-07,c08,central,out,2
2026-04-07,c10,central,out,2
2026-04-07,d02,central,out,4
2026-04-07,d02,central,out,4
2026-04-07,d03,central,out,4
2026-04-07,d08,central,out,4
2026-04-07,e01,central,out,1
2026-04-07,e05,central,out,3
2026-04-07,f10,central,out,4
2026-04-07,s02,central,out,4
2026-04-07,s04,central,out,3
2026-04-07,s05,central,out,4
2026-04-07,s05,central,out,3
2026-04-07,s05,central,out,2
2026-04-07,s08,central,out,1
2026-04-07,s08,central,out,1
2026-04-07,a02,north,out,4
2026-04-07,c03,north,out,1
2026-04-07,c04,north,out,1
2026-04-07,c05,north,out,1
2026-04-07,c08,north,out,1
2026-04-07,c09,north,out,2
2026-04-07,c10,north,out,4
2026-04-07,d01,north,out,3
2026-04-07,d02,north,out,1
2026-04-07,d02,north,out,1
2026-04-07,d06,north,out,3
2026-04-07,d06,north,out,1
2026-04-07,d07,north,out,2
2026-04-07,d07,north,out,1
2026-04-07,d07,north,out,1
2026-04-07,d07,north,out,4
2026-04-07,d08,north,out,3
2026-04-07,d08,north,out,2
2026-04-07,d09,north,out,2
2026-04-07,e02,north,out,1
2026-04-07,e03,north,out,2
2026-04-07,e04,north,out,2
2026-04-07,e05,north,out,2
2026-04-07,e06,north,out,3
2026-04-07,e06,north,out,4
2026-04-07,f01,north,out,1
2026-04-07,f01,north,out,3
2026-04-07,f02,north,out,2
2026-04-07,f03,north,out,1
2026-04-07,f04,north,out,4
2026-04-07,f06,north,out,3
2026-04-07,f07,north,out,1
2026-04-07,f08,north,out,4
2026-04-07,f08,north,out,3
2026-04-07,f08,north,out,2
2026-04-07,f08,north,out,3
2026-04-07,f09,north,out,1
2026-04-07,s01,north,out,3
2026-04-07,s01,north,out,2
2026-04-07,s02,north,out,2
2026-04-07,s03,north,out,3
2026-04-07,s03,north,out,4
2026-04-07,s03,north,out,1
2026-04-07,s04,north,out,3
2026-04-07,s04,north,out,4
2026-04-07,s06,north,out,3
2026-04-07,s10,north,out,1
2026-04-07,s10,north,out,2
2026-04-07,c04,south,out,2
2026-04-07,c06,south,out,1
2026-04-07,d01,south,out,1
2026-04-07,d03,south,out,1
2026-04-07,e05,south,out,2
2026-04-07,e05,south,out,1
2026-04-07,e05,south,out,3
2026-04-07,f07,south,out,3
2026-04-07,f08,south,out,3
2026-04-07,s02,south,out,4
2026-04-07,s03,south,out,4
2026-04-07,s03,south,out,4
