date,sku_id,warehouse,direction,qty
2026-04-05,a08,central,out,4
2026-04-05,a09,central,out,1
2026-04-05,c03,central,out,4
2026-04-05,c04,central,out,4
2026-04-05,c06,central,out,2
2026-04-05,c10,central,out,3
2026-04-05,d10,central,out,1
2026-04-05,f03,central,out,2
2026-04-05,f10,central,out,2
2026-04-05,a01,north,out,1
2026-04-05,a07,north,out,3
2026-04-05,a10,north,out,4
2026-04-05,c03,north,out,2
2026-04-05,c10,north,out,1
2026-04-05,c10,north,out,1
2026-04-05,d06,north,out,3
2026-04-05,d07,north,out,1
2026-04-05,d08,north,out,2
2026-04-05,e04,north,out,1
2026-04-05,e05,north,out,3
2026-04-05,e07,north,out,2
2026-04-05,e08,north,out,4
2026-04-05,f01,north,out,1
2026-04-05,f01,north,out,1
2026-04-05,f07,north,out,1
2026-04-05,f07,north,out,4
2026-04-05,s02,north,out,3
2026-04-05,s02,north,out,2
2026-04-05,s02,north,out,4
2026-04-05,s05,north,out,1
2026-04-05,s08,north,out,3
2026-04-05,s09,north,out,1
2026-04-05,s09,north,out,2
2026-04-05,c07,south,out,1
2026-04-05,c08,south,out,4
2026-04-05,d02,south,out,1
2026-04-05,d03,south,out,1
2026-04-05,d08,south,out,4
2026-04-05,e02,south,out,4
2026-04-05,e05,south,out,1
2026-04-05,e10,south,out,3
2026-04-05,s06,south,out,3
