date,sku_id,warehouse,direction,qty
2026-05-16,a02,central,out,1
2026-05-16,a06,central,out,2
2026-05-16,a07,central,out,3
2026-05-16,a08,central,out,2
2026-05-16,c06,central,out,2
2026-05-16,c07,central,out,1
2026-05-16,c07,central,out,1
2026-05-16,d03,central,out,2
2026-05-16,d05,central,out,1
2026-05-16,d07,central,out,2
2026-05-16,d10,central,out,3
2026-05-16,e05,central,out,1
2026-05-16,e05,central,out,1
2026-05-16,f03,central,out,2
2026-05-16,f05,central,out,3
2026-05-16,f05,central,out,4
2026-05-16,f07,central,out,1
2026-05-16,f08,central,out,2
2026-05-16,s01,central,out,1
2026-05-16,s02,central,out,1
2026-05-16,s05,central,out,2
2026-05-16,s05,central,out,2
2026-05-16,s07,central,out,4
2026-05-16,s09,central,out,1
2026-05-16,s09,central,out,3
2026-05-16,a04,north,out,1
2026-05-16,c08,north,out,2
2026-05-16,c09,north,out,4
2026-05-16,c10,north,out,2
2026-05-16,c10,north,out,2
2026-05-16,d01,north,out,2
2026-05-16,d03,north,out,3
2026-05-16,d08,north,out,2
2026-05-16,d08,north,out,2
2026-05-16,e04,north,out,2
2026-05-16,e07,north,out,1
2026-05-16,e10,north,out,3
2026-05-16,f06,north,out,3
2026-05-16,f10,north,out,1
2026-05-16,f10,north,out,1
2026-05-16,s03,north,out,1
2026-05-16,s05,north,out,1
2026-05-16,s10,north,out,4
2026-05-16,c05,south,out,1
2026-05-16,d06,south,out,4
2026-05-16,d09,south,out,4
2026-05-16,e03,south,out,1
2026-05-16,e07,south,out,4
2026-05-16,e08,south,out,2
2026-05-16,f01,south,out,4
2026-05-16,f03,south,out,4
2026-05-16,f04,south,out,3
2026-05-16,f04,south,out,2
2026-05-16,s06,south,out,2
2026-05-16,s08,south,out,2
