date,sku_id,warehouse,direction,qty
2026-05-02,a05,central,out,3
2026-05-02,a10,central,out,1
2026-05-02,c02,central,out,2
2026-05-02,c08,central,out,2
2026-05-02,d01,central,out,2
2026-05-02,d05,central,out,4
2026-05-02,d08,central,out,4
2026-05-02,d09,central,out,1
2026-05-02,d09,central,out,4
2026-05-02,e01,central,out,2
2026-05-02,e01,central,out,4
2026-05-02,e03,central,out,3
2026-05-02,f02,central,out,1
2026-05-02,f07,central,out,1
2026-05-02,f10,central,out,2
2026-05-02,s02,central,out,2
2026-05-02,s03,central,out,3
2026-05-02,s06,central,out,4
2026-05-02,a07,north,out,3
2026-05-02,c07,north,out,4
2026-05-02,c07,north,out,4
2026-05-02,d01,north,out,4
2026-05-02,d03,north,out,2
2026-05-02,e02,north,out,2
2026-05-02,e06,north,out,1
2026-05-02,e08,north,out,1
2026-05-02,e09,north,out,3
2026-05-02,e09,north,out,4
2026-05-02,e10,north,out,4
2026-05-02,f04,north,out,2
2026-05-02,f10,north,out,2
2026-05-02,f10,north,out,3
2026-05-02,s02,north,out,3
2026-05-02,s03,north,out,3
2026-05-02,s04,north,out,1
2026-05-02,s05,north,out,4
2026-05-02,s05,north,out,2
2026-05-02,s10,north,out,3
2026-05-02,a02,south,out,4
2026-05-02,a06,south,out,3
2026-05-02,a07,south,out,2
2026-05-02,a08,south,out,4
2026-05-02,c03,south,out,2
2026-05-02,c04,south,out,3
2026-05-02,d06,south,out,4
2026-05-02,d10,south,out,1
2026-05-02,e04,south,out,3
2026-05-02,e04,south,out,2
2026-05-02,e07,south,out,1
2026-05-02,f01,south,out,1
2026-05-02,f05,south,out,2
2026-05-02,f06,south,out,2
2026-05-02,f07,south,out,3
2026-05-02,s01,south,out,4
2026-05-02,s08,south,out,2
