date,sku_id,warehouse,direction,qty
2026-04-18,a07,central,out,1
2026-04-18,c05,central,out,2
2026-04-18,c06,central,out,4
2026-04-18,c10,central,out,4
2026-04-18,d03,central,out,4
2026-04-18,d03,central,out,4
2026-04-18,d04,central,out,2
2026-04-18,d04,central,out,4
2026-04-18,d07,central,out,3
2026-04-18,e01,central,out,2
2026-04-18,e01,central,out,3
2026-04-18,e02,central,out,2
2026-04-18,e05,central,out,1
2026-04-18,e05,central,out,3
2026-04-18,e06,central,out,1
2026-04-18,e08,central,out,1
2026-04-18,f01,central,out,4
2026-04-18,s04,central,out,3
2026-04-18,a02,north,out,3
2026-04-18,a02,north,out,1
2026-04-18,a03,north,out,1
2026-04-18,a04,north,out,1
2026-04-18,a04,north,out,4
2026-04-18,c07,north,out,3
2026-04-18,c10,north,out,1
2026-04-18,d02,north,out,2
2026-04-18,d02,north,out,4
2026-04-18,d06,north,out,1
2026-04-18,e01,north,out,2
2026-04-18,e02,north,out,3
2026-04-18,e04,north,out,4
2026-04-18,e05,north,out,1
2026-04-18,e10,north,out,3
2026-04-18,f06,north,out,4
2026-04-18,f06,north,out,3
2026-04-18,f07,north,out,1
2026-04-18,f08,north,out,2
2026-04-18,f10,north,out,3
2026-04-18,s02,north,out,1
2026-04-18,s03,north,out,1
2026-04-18,s08,north,out,4
2026-04-18,s09,north,out,2
2026-04-18,a06,south,out,3
2026-04-18,a06,south,out,3
2026-04-18,d02,south,out,3
2026-04-18,d03,south,out,3
2026-04-18,d08,south,out,1
2026-04-18,e06,south,out,1
2026-04-18,e07,south,out,2
2026-04-18,f02,south,out,3
2026-04-18,f07,south,out,4
2026-04-18,s01,south,out,4
