date,sku_id,warehouse,direction,qty
2026-03-27,a06,central,out,3
2026-03-27,c09,central,out,4
2026-03-27,c10,central,out,1
2026-03-27,d01,central,out,3
2026-03-27,d06,central,out,3
2026-03-27,d08,central,out,4
2026-03-27,d08,central,out,3
2026-03-27,d10,central,out,4
2026-03-27,e02,central,out,4
2026-03-27,e06,central,out,4
2026-03-27,e08,central,out,3
2026-03-27,e10,central,out,4
2026-03-27,f02,central,out,4
2026-03-27,f04,central,out,1
2026-03-27,f04,central,out,1
2026-03-27,f06,central,out,2
2026-03-27,f07,central,out,3
2026-03-27,f10,central,out,1
2026-03-27,s04,central,out,3
2026-03-27,s09,central,out,3
2026-03-27,a01,north,out,1
2026-03-27,a03,north,out,3
2026-03-27,a04,north,out,1
2026-03-27,a07,north,out,4
2026-03-27,c02,north,out,4
2026-03-27,c03,north,out,2
2026-03-27,c08,north,out,1
2026-03-27,d02,north,out,1
2026-03-27,d03,north,out,3
2026-03-27,d07,north,out,2
2026-03-27,d10,north,out,3
2026-03-27,e02,north,out,3
2026-03-27,e03,north,out,4
2026-03-27,e03,north,out,4
2026-03-27,e07,north,out,4
2026-03-27,f04,north,out,1
2026-03-27,f07,north,out,3
2026-03-27,f07,north,out,2
2026-03-27,s01,north,out,4
2026-03-27,s07,north,out,2
2026-03-27,s09,north,out,4
2026-03-27,s09,north,out,4
2026-03-27,s10,north,out,2
2026-03-27,a03,south,out,4
2026-03-27,a06,south,out,3
2026-03-27,c04,south,out,3
2026-03-27,c05,south,out,3
2026-03-27,d07,south,out,4
2026-03-27,e04,south,out,4
2026-03-27,e04,south,out,1
2026-03-27,f01,south,out,3
2026-03-27,f03,south,out,2
2026-03-27,f05,south,out,4
2026-03-27,f06,south,out,3
2026-03-27,s05,south,out,1
