date,sku_id,warehouse,direction,qty
2026-03-30,a04,central,out,3
2026-03-30,a06,central,out,4
2026-03-30,a10,central,out,2
2026-03-30,c03,central,out,2
2026-03-30,c06,central,out,1
2026-03-30,c06,central,out,3
2026-03-30,d02,central,out,3
2026-03-30,e01,central,out,1
2026-03-30,e04,central,out,2
2026-03-30,e10,central,out,2
2026-03-30,f10,central,out,4
2026-03-30,s02,central,out,4
2026-03-30,s07,central,out,1
2026-03-30,s07,central,out,3
2026-03-30,s10,central,out,2
2026-03-30,c02,north,out,1
2026-03-30,c04,north,out,1
2026-03-30,c04,north,out,3
2026-03-30,c05,north,out,1
2026-03-30,c09,north,out,4
2026-03-30,c09,north,out,4
2026-03-30,d03,north,out,4
2026-03-30,d03,north,out,3
2026-03-30,d04,north,out,3
2026-03-30,d05,north,out,3
2026-03-30,d05,north,out,4
2026-03-30,d05,north,out,2
2026-03-30,d07,north,out,1
2026-03-30,d07,north,out,1
2026-03-30,d09,north,out,3
2026-03-30,e01,north,out,2
2026-03-30,e02,north,out,3
2026-03-30,e02,north,out,4
2026-03-30,e04,north,out,2
2026-03-30,e05,north,out,4
2026-03-30,e06,north,out,1
2026-03-30,f03,north,out,1
2026-03-30,f04,north,out,3
2026-03-30,f05,north,out,4
2026-03-30,f05,north,out,1
2026-03-30,f09,north,out,1
2026-03-30,f10,north,out,2
2026-03-30,s10,north,out,1
2026-03-30,c03,south,out,4
2026-03-30,c09,south,out,1
2026-03-30,d01,south,out,2
2026-03-30,d03,south,out,3
2026-03-30,d04,south,out,1
2026-03-30,d08,south,out,1
2026-03-30,e02,south,out,3
2026-03-30,e06,south,out,1
2026-03-30,e10,south,out,1
2026-03-30,f04,south,out,1
2026-03-30,f09,south,out,1
2026-03-30,s02,south,out,2
2026-03-30,s02,south,out,2
