date,sku_id,warehouse,direction,qty
2026-03-15,c10,central,out,1
2026-03-15,d03,central,out,2
2026-03-15,d08,central,out,3
2026-03-15,e09,central,out,3
2026-03-15,s05,central,out,3
2026-03-15,s07,central,out,2
2026-03-15,s09,central,out,1
2026-03-15,c04,north,out,3
2026-03-15,c06,north,out,3
2026-03-15,c07,north,out,2
2026-03-15,d01,north,out,1
2026-03-15,d01,north,out,4
2026-03-15,d09,north,out,2
2026-03-15,d09,north,out,4
2026-03-15,e02,north,out,4
2026-03-15,e05,north,out,3
2026-03-15,e06,north,out,3
2026-03-15,e10,north,out,3
2026-03-15,f05,north,out,2
2026-03-15,f07,north,out,1
2026-03-15,f10,north,out,1
2026-03-15,d05,south,out,2
2026-03-15,e03,south,out,4
2026-03-15,f03,south,out,2
