date,sku_id,warehouse,direction,qty
2026-03-07,a03,central,out,3
2026-03-07,a09,central,out,2
2026-03-07,e06,central,out,4
2026-03-07,e07,central,out,3
2026-03-07,f04,central,out,1
2026-03-07,s09,central,out,4
2026-03-07,a09,north,out,2
2026-03-07,d02,north,out,2
2026-03-07,d04,north,out,2
2026-03-07,d07,north,out,3
2026-03-07,e01,north,out,2
2026-03-07,e02,north,out,2
2026-03-07,e04,north,out,1
2026-03-07,e04,north,out,3
2026-03-07,e10,north,out,3
2026-03-07,f06,north,out,4
2026-03-07,f10,north,out,2
2026-03-07,f10,north,out,3
2026-03-07,s04,north,out,3
2026-03-07,a06,south,out,2
2026-03-07,a07,south,out,2
2026-03-07,a07,south,out,3
2026-03-07,d10,south,out,2
2026-03-07,f02,south,out,3
