date,sku_id,warehouse,direction,qty
2026-04-19,a04,central,out,2
2026-04-19,a05,central,out,3
2026-04-19,a08,central,out,1
2026-04-19,c02,central,out,2
2026-04-19,c10,central,out,2
2026-04-19,c10,central,out,1
2026-04-19,c10,central,out,1
2026-04-19,d05,central,out,1
2026-04-19,d06,central,out,3
2026-04-19,d07,central,out,1
2026-04-19,d08,central,out,4
2026-04-19,f01,central,out,2
2026-04-19,f05,central,out,4
2026-04-19,f05,central,out,1
2026-04-19,f08,central,out,4
2026-04-19,s05,central,out,3
2026-04-19,s06,central,out,4
2026-04-19,s10,central,out,2
2026-04-19,a01,north,out,1
2026-04-19,a03,north,out,4
2026-04-19,a09,north,out,3
2026-04-19,c03,north,out,3
2026-04-19,c05,north,out,1
2026-04-19,c05,north,out,3
2026-04-19,c07,north,out,1
2026-04-19,c08,north,out,1
2026-04-19,d03,north,out,4
2026-04-19,d06,north,out,1
2026-04-19,d08,north,out,3
2026-04-19,d08,north,out,1
2026-04-19,e01,north,out,1
2026-04-19,e02,north,out,4
2026-04-19,e02,north,out,2
2026-04-19,e02,north,out,4
2026-04-19,e04,north,out,2
2026-04-19,e05,north,out,3
2026-04-19,e05,north,out,2
2026-04-19,e08,north,out,1
2026-04-19,f03,north,out,1
2026-04-19,f04,north,out,4
2026-04-19,f06,north,out,4
2026-04-19,f10,north,out,3
2026-04-19,s01,north,out,1
2026-04-19,s04,north,out,2
2026-04-19,s07,north,out,4
2026-04-19,s09,north,out,2
2026-04-19,s10,north,out,4
2026-04-19,c02,south,out,3
2026-04-19,c06,south,out,1
2026-04-19,c09,south,out,4
2026-04-19,d02,south,out,4
2026-04-19,d02,south,out,3
2026-04-19,d04,south,out,2
2026-04-19,d07,south,out,1
2026-04-19,e01,south,out,4
2026-04-19,e03,south,out,3
2026-04-19,e03,south,out,3
2026-04-19,f01,south,out,3
2026-04-19,f04,south,out,2
2026-04-19,f05,south,out,4
2026-04-19,f07,south,out,1
2026-04-19,f07,south,out,2
2026-04-19,f09,south,out,1
2026-04-19,s02,south,out,1
2026-04-19,s02,south,out,4
