date,sku_id,warehouse,direction,qty
2026-04-13,a01,central,out,3
2026-04-13,a02,central,out,4
2026-04-13,a05,central,out,1
2026-04-13,a09,central,out,1
2026-04-13,c05,central,out,4
2026-04-13,c05,central,out,3
2026-04-13,c06,central,out,2
2026-04-13,c07,central,out,2
2026-04-13,c08,central,out,2
2026-04-13,c10,central,out,4
2026-04-13,d03,central,out,3
2026-04-13,d08,central,out,1
2026-04-13,e05,central,out,4
2026-04-13,e05,central,out,2
2026-04-13,f01,central,out,3
2026-04-13,f01,central,out,4
2026-04-13,s01,central,out,1
2026-04-13,s01,central,out,2
2026-04-13,s03,central,out,1
2026-04-13,s05,central,out,2
2026-04-13,s05,central,out,3
2026-04-13,s10,central,out,2
2026-04-13,a03,north,out,3
2026-04-13,a06,north,out,4
2026-04-13,a06,north,out,4
2026-04-13,a06,north,out,1
2026-04-13,c04,north,out,3
2026-04-13,c05,north,out,2
2026-04-13,c05,north,out,3
2026-04-13,c05,north,out,1
2026-04-13,c05,north,out,4
2026-04-13,c09,north,out,2
2026-04-13,d03,north,out,2
2026-04-13,d06,north,out,4
2026-04-13,e01,north,out,4
2026-04-13,e05,north,out,3
2026-04-13,e05,north,out,4
2026-04-13,e05,north,out,4
2026-04-13,e06,north,out,1
2026-04-13,e07,north,out,4
2026-04-13,e09,north,out,2
2026-04-13,f01,north,out,4
2026-04-13,f05,north,out,1
2026-04-13,f07,north,out,2
2026-04-13,f08,north,out,4
2026-04-13,f08,north,out,1
2026-04-13,f08,north,out,3
2026-04-13,s03,north,out,3
2026-04-13,s03,north,out,1
2026-04-13,s04,north,out,4
2026-04-13,s05,north,out,2
2026-04-13,s09,north,out,1
2026-04-13,c03,south,out,2
2026-04-13,d06,south,out,4
2026-04-13,d07,south,out,4
2026-04-13,e03,south,out,1
2026-04-13,e05,south,out,2
2026-04-13,e08,south,out,3
2026-04-13,f01,south,out,4
2026-04-13,f03,south,out,1
2026-04-13,f07,south,out,1
2026-04-13,f08,south,out,4
2026-04-13,f10,south,out,2
2026-04-13,f10,south,out,4
2026-04-13,s01,south,out,2
2026-04-13,s01,south,out,4
2026-04-13,s03,south,out,1
2026-04-13,s03,south,out,3
2026-04-13,s04,south,out,2
2026-04-13,s04,south,out,3
