date,sku_id,warehouse,direction,qty
2026-03-01,a09,central,out,3
2026-03-01,a10,central,out,3
2026-03-01,d02,central,out,1
2026-03-01,d04,central,out,4
2026-03-01,d07,central,out,2
2026-03-01,e01,central,out,4
2026-03-01,e10,central,out,4
2026-03-01,f06,central,out,1
2026-03-01,f10,central,out,1
2026-03-01,a06,north,out,2
2026-03-01,c08,north,out,3
2026-03-01,d05,north,out,4
2026-03-01,d09,north,out,3
2026-03-01,d10,north,out,2
2026-03-01,e02,north,out,4
2026-03-01,e02,north,out,1
2026-03-01,e02,north,out,4
2026-03-01,e05,north,out,1
2026-03-01,e06,north,out,2
2026-03-01,e07,north,out,2
2026-03-01,f04,north,out,3
2026-03-01,f09,north,out,3
2026-03-01,f10,north,out,1
2026-03-01,s05,north,out,2
2026-03-01,s10,north,out,4
2026-03-01,a01,south,out,4
2026-03-01,a07,south,out,4
2026-03-01,a07,south,out,2
2026-03-01,c06,south,out,1
2026-03-01,d01,south,out,4
2026-03-01,d03,south,out,1
2026-03-01,d06,south,out,2
2026-03-01,e01,south,out,3
2026-03-01,f02,south,out,2
2026-03-01,f03,south,out,4
2026-03-01,f06,south,out,3
2026-03-01,f07,south,out,2
2026-03-01,s08,south,out,1
