date,sku_id,warehouse,direction,qty
2026-05-05,c05,central,out,1
2026-05-05,c08,central,out,2
2026-05-05,e02,central,out,4
2026-05-05,e03,central,out,4
2026-05-05,e06,central,out,3
2026-05-05,s03,central,out,3
2026-05-05,s04,central,out,2
2026-05-05,s07,central,out,3
2026-05-05,a09,north,out,2
2026-05-05,c05,north,out,4
2026-05-05,c09,north,out,3
2026-05-05,c10,north,out,2
2026-05-05,d06,north,out,1
2026-05-05,e04,north,out,1
2026-05-05,e07,north,out,4
2026-05-05,f01,north,out,1
2026-05-05,f08,north,out,3
2026-05-05,f09,north,out,1
2026-05-05,s01,north,out,2
2026-05-05,s02,north,out,2
2026-05-05,s05,north,out,1
2026-05-05,a05,south,out,1
2026-05-05,c04,south,out,3
2026-05-05,d01,south,out,1
2026-05-05,e05,south,out,3
2026-05-05,f03,south,out,1
2026-05-05,f06,south,out,1
2026-05-05,s01,south,out,1
2026-05-05,s02,south,out,3
2026-05-05,s03,south,out,3
2026-05-05,s03,south,out,2
2026-05-05,s06,south,out,4
