date,sku_id,warehouse,direction,qty
2026-03-02,a07,central,out,1
2026-03-02,c03,central,out,4
2026-03-02,c03,central,out,3
2026-03-02,c08,central,out,3
2026-03-02,c09,central,out,1
2026-03-02,c10,central,out,1
2026-03-02,d09,central,out,3
2026-03-02,d10,central,out,3
2026-03-02,e02,central,out,4
2026-03-02,e04,central,out,1
2026-03-02,e06,central,out,1
2026-03-02,f01,central,out,4
2026-03-02,f04,central,out,2
2026-03-02,f09,central,out,3
2026-03-02,f10,central,out,1
2026-03-02,f10,central,out,3
2026-03-02,s02,central,out,4
2026-03-02,s02,central,out,3
2026-03-02,s07,central,out,1
2026-03-02,s09,central,out,4
2026-03-02,a01,north,out,1
2026-03-02,a02,north,out,1
2026-03-02,a04,north,out,4
2026-03-02,a05,north,out,3
2026-03-02,a08,north,out,1
2026-03-02,c04,north,out,2
2026-03-02,c06,north,out,4
2026-03-02,d01,north,out,4
2026-03-02,d07,north,out,4
2026-03-02,d08,north,out,2
2026-03-02,e01,north,out,4
2026-03-02,e01,north,out,2
2026-03-02,e02,north,out,4
2026-03-02,e02,north,out,1
2026-03-02,e03,north,out,4
2026-03-02,e05,north,out,4
2026-03-02,e06,north,out,1
2026-03-02,e06,north,out,4
2026-03-02,f04,north,out,2
2026-03-02,f07,north,out,1
2026-03-02,f09,north,out,2
2026-03-02,s02,north,out,3
2026-03-02,s05,north,out,3
2026-03-02,s05,north,out,3
2026-03-02,s06,north,out,3
2026-03-02,s10,north,out,1
2026-03-02,a06,south,out,2
2026-03-02,c10,south,out,4
2026-03-02,d05,south,out,3
2026-03-02,e03,south,out,4
2026-03-02,e03,south,out,1
2026-03-02,e06,south,out,4
2026-03-02,f02,south,out,4
2026-03-02,f03,south,out,3
