date,sku_id,warehouse,direction,qty
2026-05-22,a02,central,out,2
2026-05-22,a04,central,out,4
2026-05-22,a08,central,out,2
2026-05-22,c08,central,out,3
2026-05-22,c10,central,out,2
2026-05-22,d03,central,out,1
2026-05-22,d08,central,out,1
2026-05-22,d10,central,out,4
2026-05-22,f10,central,out,1
2026-05-22,s03,central,out,4
2026-05-22,s03,central,out,3
2026-05-22,s07,central,out,2
2026-05-22,s09,central,out,3
2026-05-22,a06,north,out,2
2026-05-22,d03,north,out,1
2026-05-22,d10,north,out,1
2026-05-22,e05,north,out,3
2026-05-22,f01,north,out,3
2026-05-22,f02,north,out,1
2026-05-22,f07,north,out,3
2026-05-22,s01,north,out,2
2026-05-22,s04,north,out,4
2026-05-22,s05,north,out,3
2026-05-22,a06,south,out,4
2026-05-22,d02,south,out,4
2026-05-22,d02,south,out,4
2026-05-22,d04,south,out,2
2026-05-22,d06,south,out,4
2026-05-22,d08,south,out,1
2026-05-22,d08,south,out,4
2026-05-22,e05,south,out,3
2026-05-22,s01,south,out,4
2026-05-22,s02,south,out,4
2026-05-22,s06,south,out,2
