date,sku_id,warehouse,direction,qty
2026-03-20,c04,central,out,2
2026-03-20,c06,central,out,4
2026-03-20,c06,central,out,4
2026-03-20,c06,central,out,3
2026-03-20,c09,central,out,2
2026-03-20,d01,central,out,4
2026-03-20,e03,central,out,1
2026-03-20,e04,central,out,3
2026-03-20,e10,central,out,2
2026-03-20,f02,central,out,4
2026-03-20,f03,central,out,2
2026-03-20,f04,central,out,2
2026-03-20,f05,central,out,1
2026-03-20,s05,central,out,1
2026-03-20,s08,central,out,4
2026-03-20,a03,north,out,1
2026-03-20,a08,north,out,4
2026-03-20,c04,north,out,1
2026-03-20,c10,north,out,2
2026-03-20,c10,north,out,4
2026-03-20,c10,north,out,4
2026-03-20,e01,north,out,3
2026-03-20,e01,north,out,1
2026-03-20,e05,north,out,2
2026-03-20,f01,north,out,3
2026-03-20,f07,north,out,4
2026-03-20,f07,north,out,2
2026-03-20,f10,north,out,2
2026-03-20,s05,north,out,4
2026-03-20,a02,south,out,4
2026-03-20,a05,south,out,4
2026-03-20,a06,south,out,1
2026-03-20,c09,south,out,3
2026-03-20,d02,south,out,2
2026-03-20,e07,south,out,2
2026-03-20,e08,south,out,4
2026-03-20,f07,south,out,3
2026-03-20,s01,south,out,4
2026-03-20,s02,south,out,4
