date,sku_id,warehouse,direction,qty
2026-04-24,a06,central,out,3
2026-04-24,a06,central,out,3
2026-04-24,a07,central,out,4
2026-04-24,a07,central,out,1
2026-04-24,c05,central,out,3
2026-04-24,c09,central,out,1
2026-04-24,d06,central,out,3
2026-04-24,d07,central,out,4
2026-04-24,e05,central,out,1
2026-04-24,f01,central,out,2
2026-04-24,f01,central,out,2
2026-04-24,f02,central,out,3
2026-04-24,f04,central,out,2
2026-04-24,f06,central,out,1
2026-04-24,f07,central,out,2
2026-04-24,f10,central,out,4
2026-04-24,s02,central,out,1
2026-04-24,s07,central,out,3
2026-04-24,s07,central,out,1
2026-04-24,s09,central,out,2
2026-04-24,s09,central,out,3
2026-04-24,a08,north,out,3
2026-04-24,c01,north,out,3
2026-04-24,c04,north,out,1
2026-04-24,c07,north,out,4
2026-04-24,c09,north,out,1
2026-04-24,c10,north,out,3
2026-04-24,c10,north,out,3
2026-04-24,d03,north,out,1
2026-04-24,d06,north,out,4
2026-04-24,d07,north,out,4
2026-04-24,d08,north,out,2
2026-04-24,d10,north,out,1
2026-04-24,e04,north,out,3
2026-04-24,e05,north,out,1
2026-04-24,e05,north,out,1
2026-04-24,f01,north,out,1
2026-04-24,f03,north,out,4
2026-04-24,s01,north,out,1
2026-04-24,s02,north,out,2
2026-04-24,s03,north,out,1
2026-04-24,s05,north,out,4
2026-04-24,s05,north,out,2
2026-04-24,s06,north,out,1
2026-04-24,s06,north,out,1
2026-04-24,s08,north,out,4
2026-04-24,s09,north,out,4
2026-04-24,a01,south,out,1
2026-04-24,a08,south,out,4
2026-04-24,d08,south,out,4
2026-04-24,e08,south,out,1
2026-04-24,f05,south,out,3
2026-04-24,f08,south,out,1
2026-04-24,f10,south,out,4
2026-04-24,f10,south,out,1
2026-04-24,s03,south,out,3
2026-04-24,s08,south,out,4
