date,sku_id,warehouse,direction,qty
2026-03-14,c01,central,out,3
2026-03-14,c03,central,out,4
2026-03-14,d08,central,out,3
2026-03-14,d09,central,out,2
2026-03-14,e05,central,out,4
2026-03-14,e05,central,out,2
2026-03-14,e08,central,out,1
2026-03-14,f01,central,out,4
2026-03-14,f05,central,out,1
2026-03-14,f07,central,out,3
2026-03-14,s02,central,out,4
2026-03-14,a01,north,out,1
2026-03-14,a03,north,out,2
2026-03-14,a06,north,out,3
2026-03-14,a06,north,out,4
2026-03-14,d08,north,out,3
2026-03-14,d08,north,out,2
2026-03-14,e01,north,out,3
2026-03-14,e06,north,out,4
2026-03-14,f01,north,out,3
2026-03-14,f03,north,out,3
2026-03-14,f04,north,out,3
2026-03-14,f07,north,out,2
2026-03-14,f09,north,out,1
2026-03-14,f10,north,out,2
2026-03-14,s01,north,out,1
2026-03-14,s02,north,out,1
2026-03-14,s02,north,out,1
2026-03-14,s06,north,out,2
2026-03-14,a07,south,out,3
2026-03-14,c10,south,out,3
2026-03-14,e02,south,out,2
2026-03-14,f02,south,out,4
2026-03-14,f04,south,out,3
2026-03-14,f05,south,out,1
2026-03-14,f07,south,out,1
2026-03-14,f10,south,out,3
2026-03-14,s09,south,out,4
